year type stratum sex age value 
2014 N_Kimura   2 2 7 0
2014 avg_wt_age 2 2 3 1
2014 avg_wt_age 2 2 4 1
2014 avg_wt_age 2 2 5 1
2014 avg_wt_age 2 2 6 1
2014 avg_wt_age 2 2 7 0
2014 p 2 1 3 0.0684046
2014 p 2 1 4 0.359907
2014 p 2 1 5 0.145218
2014 p 2 1 6 0
2014 p 2 1 7 0
2014 p 2 2 3 0.0383666
2014 p 2 2 4 0.253069
2014 p 2 2 5 0.134116
2014 p 2 2 6 0.000919118
2014 p 2 2 7 0
2014 N 3 1 3 323.035
2014 N 3 1 4 1168.1
2014 N 3 1 5 111.817
2014 N 3 1 6 3.22525
2014 N 3 1 7 0
2014 Biomass 3 1 3 323.035
2014 Biomass 3 1 4 1168.1
2014 Biomass 3 1 5 111.817
2014 Biomass 3 1 6 3.22525
2014 Biomass 3 1 7 0
2014 N_Kimura   3 1 3 323.035
2014 N_Kimura   3 1 4 1168.1
2014 N_Kimura   3 1 5 111.817
2014 N_Kimura   3 1 6 3.22525
2014 N_Kimura   3 1 7 0
2014 avg_wt_age 3 1 3 1
2014 avg_wt_age 3 1 4 1
2014 avg_wt_age 3 1 5 1
2014 avg_wt_age 3 1 6 1
2014 avg_wt_age 3 1 7 0
2014 N 3 2 3 302.343
2014 N 3 2 4 843.311
2014 N 3 2 5 71.7311
2014 N 3 2 6 1.75923
2014 N 3 2 7 0
2014 Biomass 3 2 3 302.343
2014 Biomass 3 2 4 843.311
2014 Biomass 3 2 5 71.7311
2014 Biomass 3 2 6 1.75923
2014 Biomass 3 2 7 0
2014 N_Kimura   3 2 3 302.343
2014 N_Kimura   3 2 4 843.311
2014 N_Kimura   3 2 5 71.7311
2014 N_Kimura   3 2 6 1.75923
2014 N_Kimura   3 2 7 0
2014 avg_wt_age 3 2 3 1
2014 avg_wt_age 3 2 4 1
2014 avg_wt_age 3 2 5 1
2014 avg_wt_age 3 2 6 1
2014 avg_wt_age 3 2 7 0
2014 p 3 1 3 0.114336
2014 p 3 1 4 0.413439
2014 p 3 1 5 0.0395768
2014 p 3 1 6 0.00114155
2014 p 3 1 7 0
2014 p 3 2 3 0.107012
2014 p 3 2 4 0.298483
2014 p 3 2 5 0.0253887
2014 p 3 2 6 0.000622665
2014 p 3 2 7 0
2014 N  1 99 3 1016.36
2014 N  1 99 4 4166.71
2014 N  1 99 5 5623.79
2014 N  1 99 6 679.183
2014 N  1 99 7 57.1321
2014 a  1 99 3 1
2014 a  1 99 4 1
2014 a  1 99 5 1
2014 a  1 99 6 1
2014 a  1 99 7 1
2014 N  2 99 3 70.2503
2014 N  2 99 4 403.308
2014 N  2 99 5 183.788
2014 N  2 99 6 0.604735
2014 N  2 99 7 0
2014 a  2 99 3 1
2014 a  2 99 4 1
2014 a  2 99 5 1
2014 a  2 99 6 1
2014 a  2 99 7 0
2014 N  3 99 3 625.378
2014 N  3 99 4 2011.41
2014 N  3 99 5 183.548
2014 N  3 99 6 4.98448
2014 N  3 99 7 0
2014 a  3 99 3 1
2014 a  3 99 4 1
2014 a  3 99 5 1
2014 a  3 99 6 1
2014 a  3 99 7 0
2014 N 99 1 3 666.378
2014 N 99 1 4 3809.78
2014 N 99 1 5 3501.71
2014 N 99 1 6 228.182
2014 N 99 1 7 37.6899
2014 a 99 1 3 1
2014 a 99 1 4 1
2014 a 99 1 5 1
2014 a 99 1 6 1
2014 a 99 1 7 1
2014 N 99 2 3 1045.61
2014 N 99 2 4 2771.64
2014 N 99 2 5 2489.42
2014 N 99 2 6 456.59
2014 N 99 2 7 19.4421
2014 a 99 2 3 1
2014 a 99 2 4 1
2014 a 99 2 5 1
2014 a 99 2 6 1
2014 a 99 2 7 1
2014 N 99 99 3 1711.99
2014 N 99 99 4 6581.42
2014 N 99 99 5 5991.13
2014 N 99 99 6 684.773
2014 N 99 99 7 57.1321
2014 a 99 99 3 1
2014 a 99 99 4 1
2014 a 99 99 5 1
2014 a 99 99 6 1
2014 a 99 99 7 1
