year type stratum sex age value 
2015 p 3 2 7 0
2015 N  1 99 3 1365.77
2015 N  1 99 4 5783.11
2015 N  1 99 5 4343.28
2015 N  1 99 6 902.103
2015 N  1 99 7 58.6202
2015 a  1 99 3 1
2015 a  1 99 4 1
2015 a  1 99 5 1
2015 a  1 99 6 1
2015 a  1 99 7 1
2015 N  2 99 3 403.955
2015 N  2 99 4 1944.77
2015 N  2 99 5 339.763
2015 N  2 99 6 2.00411
2015 N  2 99 7 0
2015 a  2 99 3 1
2015 a  2 99 4 1
2015 a  2 99 5 1
2015 a  2 99 6 1
2015 a  2 99 7 0
2015 N  3 99 3 846.738
2015 N  3 99 4 2165.29
2015 N  3 99 5 168.886
2015 N  3 99 6 4.70639
2015 N  3 99 7 0
2015 a  3 99 3 1
2015 a  3 99 4 1
2015 a  3 99 5 1
2015 a  3 99 6 1
2015 a  3 99 7 0
2015 N 99 1 3 1177.2
2015 N 99 1 4 5654.44
2015 N 99 1 5 2702.14
2015 N 99 1 6 394.379
2015 N 99 1 7 39.7549
2015 a 99 1 3 1
2015 a 99 1 4 1
2015 a 99 1 5 1
2015 a 99 1 6 1
2015 a 99 1 7 1
2015 N 99 2 3 1439.27
2015 N 99 2 4 4238.74
2015 N 99 2 5 2149.78
2015 N 99 2 6 514.435
2015 N 99 2 7 18.8652
2015 a 99 2 3 1
2015 a 99 2 4 1
2015 a 99 2 5 1
2015 a 99 2 6 1
2015 a 99 2 7 1
2015 N 99 99 3 2616.47
2015 N 99 99 4 9893.17
2015 N 99 99 5 4851.93
2015 N 99 99 6 908.814
2015 N 99 99 7 58.6202
2015 a 99 99 3 1
2015 a 99 99 4 1
2015 a 99 99 5 1
2015 a 99 99 6 1
2015 a 99 99 7 1
