year type stratum sex age value 
2011 N_Kimura   2 1 5 217.974
2011 N_Kimura   2 1 6 0
2011 N_Kimura   2 1 7 0
2011 avg_wt_age 2 1 3 1
2011 avg_wt_age 2 1 4 1
2011 avg_wt_age 2 1 5 1
2011 avg_wt_age 2 1 6 0
2011 avg_wt_age 2 1 7 0
2011 N 2 2 3 40.3315
2011 N 2 2 4 447.541
2011 N 2 2 5 166.976
2011 N 2 2 6 4.09768
2011 N 2 2 7 0
2011 Biomass 2 2 3 40.3315
2011 Biomass 2 2 4 447.541
2011 Biomass 2 2 5 166.976
2011 Biomass 2 2 6 4.09768
2011 Biomass 2 2 7 0
2011 N_Kimura   2 2 3 40.3315
2011 N_Kimura   2 2 4 447.541
2011 N_Kimura   2 2 5 166.976
2011 N_Kimura   2 2 6 4.09768
2011 N_Kimura   2 2 7 0
2011 avg_wt_age 2 2 3 1
2011 avg_wt_age 2 2 4 1
2011 avg_wt_age 2 2 5 1
2011 avg_wt_age 2 2 6 1
2011 avg_wt_age 2 2 7 0
2011 p 2 1 3 0.0293907
2011 p 2 1 4 0.415432
2011 p 2 1 5 0.137999
2011 p 2 1 6 0
2011 p 2 1 7 0
2011 p 2 2 3 0.0255338
2011 p 2 2 4 0.283338
2011 p 2 2 5 0.105712
2011 p 2 2 6 0.00259424
2011 p 2 2 7 0
2011 N 3 1 3 2670.74
2011 N 3 1 4 5755.99
2011 N 3 1 5 396.06
2011 N 3 1 6 5.16821
2011 N 3 1 7 0
2011 Biomass 3 1 3 2670.74
2011 Biomass 3 1 4 5755.99
2011 Biomass 3 1 5 396.06
2011 Biomass 3 1 6 5.16821
2011 Biomass 3 1 7 0
2011 N_Kimura   3 1 3 2670.74
2011 N_Kimura   3 1 4 5755.99
2011 N_Kimura   3 1 5 396.06
2011 N_Kimura   3 1 6 5.16821
2011 N_Kimura   3 1 7 0
2011 avg_wt_age 3 1 3 1
2011 avg_wt_age 3 1 4 1
2011 avg_wt_age 3 1 5 1
2011 avg_wt_age 3 1 6 1
2011 avg_wt_age 3 1 7 0
2011 N 3 2 3 3565.03
2011 N 3 2 4 4023.17
2011 N 3 2 5 249.644
2011 N 3 2 6 1.68848
2011 N 3 2 7 0
2011 Biomass 3 2 3 3565.03
2011 Biomass 3 2 4 4023.17
2011 Biomass 3 2 5 249.644
2011 Biomass 3 2 6 1.68848
2011 Biomass 3 2 7 0
2011 N_Kimura   3 2 3 3565.03
2011 N_Kimura   3 2 4 4023.17
2011 N_Kimura   3 2 5 249.644
2011 N_Kimura   3 2 6 1.68848
2011 N_Kimura   3 2 7 0
2011 avg_wt_age 3 2 3 1
2011 avg_wt_age 3 2 4 1
2011 avg_wt_age 3 2 5 1
2011 avg_wt_age 3 2 6 1
2011 avg_wt_age 3 2 7 0
2011 p 3 1 3 0.160236
2011 p 3 1 4 0.345342
2011 p 3 1 5 0.0237624
2011 p 3 1 6 0.000310078
2011 p 3 1 7 0
2011 p 3 2 3 0.213891
2011 p 3 2 4 0.241378
2011 p 3 2 5 0.0149779
2011 p 3 2 6 0.000101304
2011 p 3 2 7 0
2011 N  1 99 3 105.53
2011 N  1 99 4 2273.05
2011 N  1 99 5 3880.47
2011 N  1 99 6 937.666
2011 N  1 99 7 80.7662
2011 a  1 99 3 1
2011 a  1 99 4 1
2011 a  1 99 5 1
2011 a  1 99 6 1
2011 a  1 99 7 1
2011 N  2 99 3 86.7551
2011 N  2 99 4 1103.73
2011 N  2 99 5 384.95
2011 N  2 99 6 4.09768
2011 N  2 99 7 0
2011 a  2 99 3 1
2011 a  2 99 4 1
2011 a  2 99 5 1
2011 a  2 99 6 1
2011 a  2 99 7 0
2011 N  3 99 3 6235.76
2011 N  3 99 4 9779.16
2011 N  3 99 5 645.704
2011 N  3 99 6 6.85669
2011 N  3 99 7 0
2011 a  3 99 3 1
2011 a  3 99 4 1
2011 a  3 99 5 1
2011 a  3 99 6 1
2011 a  3 99 7 0
2011 N 99 1 3 2763.34
2011 N 99 1 4 7646.92
2011 N 99 1 5 2932.53
2011 N 99 1 6 419.205
2011 N 99 1 7 46.8189
2011 a 99 1 3 1
2011 a 99 1 4 1
2011 a 99 1 5 1
2011 a 99 1 6 1
2011 a 99 1 7 1
2011 N 99 2 3 3664.71
2011 N 99 2 4 5509.02
2011 N 99 2 5 1978.6
2011 N 99 2 6 529.416
2011 N 99 2 7 33.9474
2011 a 99 2 3 1
2011 a 99 2 4 1
2011 a 99 2 5 1
2011 a 99 2 6 1
2011 a 99 2 7 1
2011 N 99 99 3 6428.05
2011 N 99 99 4 13155.9
2011 N 99 99 5 4911.13
2011 N 99 99 6 948.62
2011 N 99 99 7 80.7662
2011 a 99 99 3 1
2011 a 99 99 4 1
2011 a 99 99 5 1
2011 a 99 99 6 1
2011 a 99 99 7 1
