year type stratum sex age value 
2010 N_Kimura   2 1 7 0
2010 avg_wt_age 2 1 3 1
2010 avg_wt_age 2 1 4 1
2010 avg_wt_age 2 1 5 1
2010 avg_wt_age 2 1 6 0
2010 avg_wt_age 2 1 7 0
2010 N 2 2 3 7.81777
2010 N 2 2 4 107.663
2010 N 2 2 5 30.4039
2010 N 2 2 6 2.02175
2010 N 2 2 7 0.624077
2010 Biomass 2 2 3 7.81777
2010 Biomass 2 2 4 107.663
2010 Biomass 2 2 5 30.4039
2010 Biomass 2 2 6 2.02175
2010 Biomass 2 2 7 0.624077
2010 N_Kimura   2 2 3 7.81777
2010 N_Kimura   2 2 4 107.663
2010 N_Kimura   2 2 5 30.4039
2010 N_Kimura   2 2 6 2.02175
2010 N_Kimura   2 2 7 0.624077
2010 avg_wt_age 2 2 3 1
2010 avg_wt_age 2 2 4 1
2010 avg_wt_age 2 2 5 1
2010 avg_wt_age 2 2 6 1
2010 avg_wt_age 2 2 7 1
2010 p 2 1 3 0.0469239
2010 p 2 1 4 0.290278
2010 p 2 1 5 0.166448
2010 p 2 1 6 0
2010 p 2 1 7 0
2010 p 2 2 3 0.026125
2010 p 2 2 4 0.359782
2010 p 2 2 5 0.101602
2010 p 2 2 6 0.00675617
2010 p 2 2 7 0.00208551
2010 N 3 1 3 241.021
2010 N 3 1 4 704.534
2010 N 3 1 5 75.7369
2010 N 3 1 6 2.4027
2010 N 3 1 7 0.72809
2010 Biomass 3 1 3 241.021
2010 Biomass 3 1 4 704.534
2010 Biomass 3 1 5 75.7369
2010 Biomass 3 1 6 2.4027
2010 Biomass 3 1 7 0.72809
2010 N_Kimura   3 1 3 241.021
2010 N_Kimura   3 1 4 704.534
2010 N_Kimura   3 1 5 75.7369
2010 N_Kimura   3 1 6 2.4027
2010 N_Kimura   3 1 7 0.72809
2010 avg_wt_age 3 1 3 1
2010 avg_wt_age 3 1 4 1
2010 avg_wt_age 3 1 5 1
2010 avg_wt_age 3 1 6 1
2010 avg_wt_age 3 1 7 1
2010 N 3 2 3 183.473
2010 N 3 2 4 522.723
2010 N 3 2 5 74.7766
2010 N 3 2 6 3.17988
2010 N 3 2 7 0
2010 Biomass 3 2 3 183.473
2010 Biomass 3 2 4 522.723
2010 Biomass 3 2 5 74.7766
2010 Biomass 3 2 6 3.17988
2010 Biomass 3 2 7 0
2010 N_Kimura   3 2 3 183.473
2010 N_Kimura   3 2 4 522.723
2010 N_Kimura   3 2 5 74.7766
2010 N_Kimura   3 2 6 3.17988
2010 N_Kimura   3 2 7 0
2010 avg_wt_age 3 2 3 1
2010 avg_wt_age 3 2 4 1
2010 avg_wt_age 3 2 5 1
2010 avg_wt_age 3 2 6 1
2010 avg_wt_age 3 2 7 0
2010 p 3 1 3 0.133266
2010 p 3 1 4 0.389552
2010 p 3 1 5 0.0418766
2010 p 3 1 6 0.0013285
2010 p 3 1 7 0.000402576
2010 p 3 2 3 0.101446
2010 p 3 2 4 0.289025
2010 p 3 2 5 0.0413456
2010 p 3 2 6 0.00175822
2010 p 3 2 7 0
2010 N  1 99 3 124.305
2010 N  1 99 4 1461.69
2010 N  1 99 5 4694.43
2010 N  1 99 6 1235.06
2010 N  1 99 7 96.6879
2010 a  1 99 3 1
2010 a  1 99 4 1
2010 a  1 99 5 1
2010 a  1 99 6 1
2010 a  1 99 7 1
2010 N  2 99 3 21.8595
2010 N  2 99 4 194.527
2010 N  2 99 5 80.2125
2010 N  2 99 6 2.02175
2010 N  2 99 7 0.624077
2010 a  2 99 3 1
2010 a  2 99 4 1
2010 a  2 99 5 1
2010 a  2 99 6 1
2010 a  2 99 7 1
2010 N  3 99 3 424.494
2010 N  3 99 4 1227.26
2010 N  3 99 5 150.514
2010 N  3 99 6 5.58257
2010 N  3 99 7 0.72809
2010 a  3 99 3 1
2010 a  3 99 4 1
2010 a  3 99 5 1
2010 a  3 99 6 1
2010 a  3 99 7 1
2010 N 99 1 3 301.462
2010 N 99 1 4 1619.84
2010 N 99 1 5 2983.46
2010 N 99 1 6 630.297
2010 N 99 1 7 54.4871
2010 a 99 1 3 1
2010 a 99 1 4 1
2010 a 99 1 5 1
2010 a 99 1 6 1
2010 a 99 1 7 1
2010 N 99 2 3 269.196
2010 N 99 2 4 1263.63
2010 N 99 2 5 1941.7
2010 N 99 2 6 612.37
2010 N 99 2 7 43.553
2010 a 99 2 3 1
2010 a 99 2 4 1
2010 a 99 2 5 1
2010 a 99 2 6 1
2010 a 99 2 7 1
2010 N 99 99 3 570.658
2010 N 99 99 4 2883.48
2010 N 99 99 5 4925.16
2010 N 99 99 6 1242.67
2010 N 99 99 7 98.0401
2010 a 99 99 3 1
2010 a 99 99 4 1
2010 a 99 99 5 1
2010 a 99 99 6 1
2010 a 99 99 7 1
