"T_TABLE","CRUISE","PERMIT","HAUL_JOIN","PORT_JOIN","LENGTH_SEQ","VESSEL","HAUL_OFFLOAD_DATE","HAUL_OFFLOAD","GEAR","NMFS_AREA","LATDD_START","LONDD_START","LATDD_END","LONDD_END","SPECIES","SEX","LENGTH","FREQUENCY","EGGS","YEAR","VIABILITY","INJURY","SAMPLE_SYSTEM"
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10795,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",28,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10796,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",29,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10797,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",30,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10798,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",31,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10799,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",32,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10800,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",34,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001562,"",10801,"A110",23-SEP-09 12.00.00.000000000 AM,678,1,542,52.635,-179.44833,52.72667,-179.36333,204,"F",38,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10805,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",24,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10806,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",25,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10807,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",26,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10808,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",28,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10809,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",29,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10810,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",30,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10811,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",31,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10812,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"M",34,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10813,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"F",26,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10814,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"F",29,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10815,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"F",30,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10816,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"F",32,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10817,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"F",33,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001564,"",10818,"A110",23-SEP-09 12.00.00.000000000 AM,679,1,542,52.67,-179.40333,52.75,-179.32,204,"F",35,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10823,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"M",30,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10824,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"M",33,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10825,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"M",34,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10826,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"M",36,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10827,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"M",37,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10828,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"M",38,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10829,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10830,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",31,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10831,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10832,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",34,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10833,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",37,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10834,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",38,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10835,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",39,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001566,"",10836,"A110",24-SEP-09 12.00.00.000000000 AM,680,1,543,52.06333,176.92167,52.035,176.97333,204,"F",40,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10839,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"M",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10840,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"M",34,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10841,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"M",36,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10842,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"M",38,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10843,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"M",39,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10844,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"F",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10845,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"F",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10846,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"F",37,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13103,"2134",13103002134000001568,"",10847,"A110",24-SEP-09 12.00.00.000000000 AM,681,1,543,52.03,176.96,52.05167,176.905,204,"F",38,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000354,"",1931,"A068",11-OCT-09 12.00.00.000000000 AM,240,1,543,51.70833,175.78333,51.715,175.78333,204,"F",36,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000354,"",1932,"A068",11-OCT-09 12.00.00.000000000 AM,240,1,543,51.70833,175.78333,51.715,175.78333,204,"F",37,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000354,"",1933,"A068",11-OCT-09 12.00.00.000000000 AM,240,1,543,51.70833,175.78333,51.715,175.78333,204,"M",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1942,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",24,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1943,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",25,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1944,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",26,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1945,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",27,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1946,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",28,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1947,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",29,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1948,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",31,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1949,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1950,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",33,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1951,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"M",34,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1952,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"F",27,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1953,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"F",29,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1954,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"F",31,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000358,"",1955,"A068",12-OCT-09 12.00.00.000000000 AM,242,1,543,51.70167,175.765,51.70333,175.72833,204,"F",37,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1961,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",29,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1962,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",27,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1963,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1964,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1965,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",31,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1966,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",33,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1967,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"M",40,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1968,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",27,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1969,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",29,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1970,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",30,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1971,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",31,6,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1972,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",32,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1973,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",34,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1974,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",33,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1975,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",35,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1976,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",36,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000362,"",1977,"A068",12-OCT-09 12.00.00.000000000 AM,243,1,543,51.675,175.795,51.645,175.76333,204,"F",37,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1979,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",28,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1980,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1981,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",31,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1982,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1983,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",33,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1984,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",34,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1985,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",36,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1986,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"M",26,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1987,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",24,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1988,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",26,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1989,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1990,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",32,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1991,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",33,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1992,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",37,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000382,"",1993,"A068",12-OCT-09 12.00.00.000000000 AM,244,1,543,51.68,175.79833,51.65833,175.765,204,"F",25,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000386,"",1995,"A068",13-OCT-09 12.00.00.000000000 AM,246,1,543,51.68,175.78167,51.645,175.76667,204,"M",25,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000386,"",1996,"A068",13-OCT-09 12.00.00.000000000 AM,246,1,543,51.68,175.78167,51.645,175.76667,204,"M",28,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000386,"",1997,"A068",13-OCT-09 12.00.00.000000000 AM,246,1,543,51.68,175.78167,51.645,175.76667,204,"M",29,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000386,"",1998,"A068",13-OCT-09 12.00.00.000000000 AM,246,1,543,51.68,175.78167,51.645,175.76667,204,"M",31,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13093,"2443",13093002443000000386,"",1999,"A068",13-OCT-09 12.00.00.000000000 AM,246,1,543,51.68,175.78167,51.645,175.76667,204,"M",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4869,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",30,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4870,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",32,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4871,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",34,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4872,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",33,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4873,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",37,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4874,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",38,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000650,"",4875,"A108",04-OCT-09 12.00.00.000000000 AM,261,1,542,52.28333,-179.9,52.26667,-179.93333,204,"F",40,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4876,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"M",29,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4877,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"M",31,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4878,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"M",32,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4879,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"M",33,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4880,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"M",35,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4881,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"M",36,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4882,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"F",29,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4883,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"F",31,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4884,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"F",32,1,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4885,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"F",33,3,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4886,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"F",34,4,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000652,"",4887,"A108",04-OCT-09 12.00.00.000000000 AM,262,1,542,52.26667,-179.93333,52.26667,-179.93333,204,"F",35,2,"",2009,"","",2
"ATL_HAUL_SAMPLE",13096,"3423",13096003423000000662,"",4901,"A108",05-OCT-09 12.00.00.000000000 AM,263,1,543,52.26667,175.26667,52.23333,175.2,204,"M",37,1,"",2009,"","",2
